Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
50,148,55,24,109,40.8,166
51,173,77,4,78,38.8,11
30,193,101,10,91,39.8,42
64,195,96,16,92,40.3,94
59,183,87,26,110,40.6,212
42,199,103,10,89,39.9,45
25,170,59,29,102,40.6,164
31,170,68,19,105,40.6,113
68,173,67,24,100,40.5,146
61,189,93,9,87,39.6,44
34,192,92,21,105,40.4,132
35,179,85,6,87,39.3,21
36,172,63,20,93,40.1,97
49,167,67,3,79,38.6,11
42,177,87,29,114,41.1,230
26,188,93,29,116,40.8,220
30,187,86,4,83,38.6,11
22,169,66,28,114,40.7,190
23,166,61,20,100,40.2,108
21,182,79,27,110,40.7,167
20,192,88,22,107,40.7,128
48,179,82,11,90,39.6,49
66,172,68,21,104,40.3,136
61,155,58,26,115,40.6,200
64,162,58,1,86,38,5
32,160,59,6,79,39.6,20
62,170,69,27,113,40.6,198
43,174,73,10,90,39.9,45
34,146,53,7,93,39.8,35
50,152,52,24,99,40.2,141
21,150,53,23,103,40.6,133
68,187,90,14,90,40.2,79
36,200,103,17,101,40.4,102
34,190,88,18,93,40.5,79
46,169,69,23,106,40.5,150
20,173,79,2,78,37.9,3
25,177,74,6,91,39.3,26
32,186,84,10,85,39.9,30
44,181,79,25,100,40.8,138
33,196,96,29,113,40.6,219
65,162,62,14,86,39.8,65
52,194,92,15,100,40.2,96
61,194,93,28,109,40.7,184
31,156,61,20,96,40.4,102
65,173,68,9,81,39.4,36
25,148,49,19,105,40.5,116
44,183,86,26,103,40.8,165
42,160,61,8,92,39.5,39
45,181,79,1,80,37.7,3
38,203,107,7,98,39.4,40
67,161,63,13,82,39.9,55
27,168,64,27,110,40.8,175
31,167,67,21,100,40.4,102
25,169,69,19,93,40.4,67
44,192,91,4,90,39.1,18
42,184,83,30,110,41.1,217
66,175,74,28,116,40.8,215
48,173,66,4,93,39,20
41,168,70,6,84,39.3,18
76,204,109,29,107,41.3,261
22,165,63,21,98,40.7,108
42,173,72,28,111,41,189
21,171,71,29,112,41,188
22,179,77,19,98,40.4,82
67,171,69,12,86,40.2,55
24,183,85,27,107,40.8,161
49,166,72,11,83,39.7,36
42,206,113,14,95,40.2,79
48,179,81,19,101,40.9,116
75,184,81,2,75,37.9,7
77,156,59,29,115,41.2,231
69,189,85,3,82,38.5,12
69,174,75,29,109,41,202
27,170,63,10,92,39.7,46
63,170,78,13,93,40.3,72
58,175,74,8,80,39.8,29
73,137,47,22,100,40.8,142
32,162,60,21,102,40.6,121
24,179,84,17,102,40.2,88
73,191,98,27,106,40.8,228
25,181,79,28,112,40.8,186
40,160,59,21,108,40.6,138
26,173,71,29,111,40.8,188
26,165,63,12,82,39.6,42
52,164,59,28,106,40.8,184
20,189,85,11,95,40,44
20,196,102,2,81,38,4
43,180,80,2,74,38.7,4
44,161,57,25,111,40.9,175
29,161,58,2,77,38.1,6
21,176,72,12,86,40,28
73,164,67,17,97,40.2,100
27,170,63,16,106,40.2,97
40,160,56,15,96,39.7,80
21,183,82,30,113,41,200
53,182,85,26,110,40.6,203
28,167,65,12,90,40.2,38
32,182,84,7,95,39.4,33
47,174,69,14,83,40.4,54
21,175,77,26,102,41,127
51,163,65,26,114,40.8,190
22,177,68,30,99,40.7,155
39,165,64,16,97,40.5,85
70,171,79,13,94,39.9,79
25,187,87,2,79,38.2,4
29,164,67,18,95,40.3,88
57,186,89,9,83,39.6,36
46,177,80,23,105,40.7,152
33,172,74,14,99,40.1,69
48,148,45,23,104,40.7,149
25,193,88,19,96,40.7,84
39,161,63,16,94,40.1,80
75,164,64,9,89,39.7,46
52,152,56,24,97,40.8,135
53,145,49,4,83,39.2,17
41,173,69,10,91,39.7,46
34,179,82,29,111,40.8,202
53,203,104,3,81,38.6,12
45,190,94,19,100,40.4,116
73,160,60,21,108,40.4,150
26,162,59,4,80,38.9,13
22,170,72,2,81,38.1,6
31,172,65,4,85,38.9,15
28,172,73,22,99,40.5,114
62,185,84,12,93,39.9,68
70,172,73,3,80,38.6,12
72,165,66,13,101,40.1,82
32,173,66,11,87,39.9,45
52,165,61,27,105,40.6,174
22,152,53,11,93,39.9,52
27,189,86,5,87,39.2,16
62,192,89,5,85,39.1,23
43,187,87,19,99,40.5,100
78,149,54,21,103,40.5,142
25,184,71,5,89,39,21
77,163,65,11,90,39.8,57
26,169,62,11,79,39.8,35
20,178,80,24,105,40.3,129
39,178,73,23,103,40.8,134
21,181,79,18,91,40.3,59
26,178,76,25,103,40.5,131
44,175,69,2,79,38.1,7
26,175,79,12,87,40.4,35
70,174,81,27,102,40.9,198
66,183,90,17,102,40.2,125
23,170,67,3,80,38.6,9
20,179,81,6,90,39.1,19
31,196,100,12,100,39.3,67
71,164,67,19,94,40.2,105
36,186,85,20,98,40.3,104
21,173,64,7,83,39.6,24
33,198,104,26,103,40.9,161
38,194,101,20,109,40.5,146
55,163,62,19,98,40.7,109
35,190,92,27,112,40.5,200
40,154,57,23,103,40.5,139
68,149,55,26,109,40.7,188
33,160,56,28,108,40.6,182
56,169,61,20,103,40.2,126
44,166,60,7,91,39.8,34
35,170,70,21,94,40.8,101
36,178,76,28,101,40.7,152
70,191,91,2,82,38.2,9
61,176,70,15,96,40.2,83
24,188,92,27,105,40.5,157
23,186,82,11,92,39.9,39
26,194,94,8,84,39.3,22
41,153,49,25,110,41.2,173
45,180,79,4,79,38.7,10
50,167,59,2,84,38.6,8
67,170,75,23,107,40.7,180
61,162,66,10,84,39.8,43
29,180,82,10,85,39.9,28
27,184,78,15,100,40.1,73
20,171,60,27,105,40.6,159
28,152,52,6,86,39.2,25
42,159,57,12,93,39.8,60
51,165,70,25,102,40.7,149
63,153,52,4,88,39,20
34,177,76,4,91,38.7,15
41,173,79,29,105,40.8,184
28,168,66,28,109,40.7,178
31,178,76,14,93,40.3,56
38,203,111,16,100,40.2,98
28,185,88,19,98,40.5,92
73,163,62,19,105,40.5,129
47,156,56,7,88,39.7,32
33,188,93,21,105,40.2,132
39,187,87,25,114,40.7,195
27,197,96,8,89,39.5,29
27,160,56,25,104,40.7,149
63,191,88,16,90,40.2,85
31,204,101,6,84,39.3,20
29,177,81,5,79,39.3,9
37,172,68,25,109,40.5,162
54,168,63,10,92,39.9,50
28,158,60,24,105,40.6,144
39,181,75,18,95,40.4,89
59,188,90,8,86,39.8,37
71,166,58,20,99,40.9,123
51,179,76,17,105,40.4,115
47,191,98,29,116,40.8,252
29,149,49,6,88,38.9,26
29,186,93,25,101,40.7,137
24,135,45,6,83,39.2,23
76,174,74,6,79,39.2,24
25,175,72,14,97,39.8,69
53,181,82,5,88,39.1,22
55,193,99,6,89,39.2,30
38,192,92,27,100,40.6,155
55,188,85,6,87,39.4,27
50,201,103,7,95,39.4,41
53,163,60,13,86,40.1,58
46,157,65,23,114,39.9,176
31,197,105,21,99,40.7,116
35,173,76,17,101,39.7,92
36,172,73,24,106,40.4,147
40,176,70,18,96,40.6,92
65,195,100,24,98,40.5,166
42,157,56,3,88,38.7,14
57,180,86,30,117,41.3,272
38,150,50,1,81,37.9,4
28,155,57,25,102,40.6,143
70,183,87,9,82,39.8,40
21,147,49,11,86,40,44
44,176,77,9,80,40,24
57,186,87,25,107,40.6,190
55,163,63,24,96,40.7,132
26,178,80,19,95,40.4,79
35,181,82,16,93,40.4,69
27,177,76,1,85,37.1,4
44,169,67,21,99,40.8,117
70,189,94,7,92,39.1,43
79,160,55,10,88,39.9,52
40,163,60,28,109,40.7,186
50,185,84,26,97,40.8,148
42,183,88,22,106,40.3,148
70,191,97,15,100,40.1,111
71,191,92,9,87,39.8,48
63,194,106,8,82,39.6,36
47,162,65,3,85,39,12
51,185,90,15,99,40.4,92
57,203,107,22,96,40.7,140
78,177,82,6,79,39.2,26
79,171,66,19,103,40.1,126
67,145,52,14,97,39.9,83
20,161,65,6,92,39.3,27
21,154,55,7,93,39.5,33
56,183,80,24,108,40.8,181
28,192,94,18,94,40.1,79
32,186,89,9,93,39.8,39
52,195,101,7,95,39.7,41
21,173,70,4,87,38.9,15
39,184,74,15,93,40.1,71
46,189,90,18,101,40.5,112
21,168,66,23,104,40.4,131
52,177,73,27,111,41.1,207
36,153,57,2,91,38.6,9
22,182,79,6,78,39.5,8
27,178,71,29,114,40.8,198
69,188,95,11,92,39.9,67
67,187,89,20,100,40.6,141
51,169,69,12,96,40.1,64
26,175,72,22,96,40.7,91
33,182,88,6,89,39.3,22
40,193,93,23,107,40.6,159
74,195,99,7,86,39.8,39
28,164,61,14,107,39.9,87
21,154,52,26,100,41,142
42,165,64,9,89,39.5,41
64,170,70,21,87,41,96
55,178,75,1,86,37.8,4
61,150,56,19,93,40.3,102
31,168,64,24,105,40.7,144
55,174,69,27,110,40.6,186
44,166,66,18,91,40.4,85
37,191,89,5,83,39.1,15
28,188,83,24,102,40.8,129
37,166,61,23,100,40.3,129
46,152,55,14,90,40.2,67
34,169,65,2,87,37.8,8
34,179,80,18,98,40.7,90
32,179,82,6,86,39.7,19
23,185,76,11,89,40,44
42,172,71,13,93,40.6,57
29,174,73,20,107,40.7,119
30,183,86,12,89,40.3,43
61,152,56,27,95,40.7,151
21,154,52,6,81,39.2,21
40,177,73,7,82,39.5,25
62,165,71,7,93,39.4,38
36,174,79,29,113,40.9,212
41,177,79,5,91,39.4,21
35,170,77,3,83,39,8
40,170,64,24,106,40.9,151
38,163,64,25,107,40.6,159
39,174,72,20,93,40.6,95
53,178,82,18,102,40.3,118
27,159,59,12,93,39.8,57
64,158,63,16,96,40.5,90
54,170,76,6,80,39.3,19
65,179,82,2,77,37.9,7
22,151,49,27,107,40.7,169
28,171,68,4,85,39,15
77,157,59,23,107,40.5,164
43,204,107,13,94,40.1,70
40,192,98,4,93,39.1,20
38,163,70,17,94,40.4,83
50,184,90,28,107,40.9,205
42,163,60,3,83,38.5,12
64,161,62,15,102,40.5,95
23,165,61,10,100,39.8,54
25,154,54,13,87,40.2,54
22,193,93,9,98,39.7,42
26,173,68,27,107,41,164
34,172,68,8,79,39.7,26
38,177,76,4,86,39.1,13
46,194,97,23,105,40.9,160
37,171,67,21,101,40.7,119
40,187,93,15,89,40.1,63
32,153,53,29,101,40.8,167
60,164,63,15,91,40,76
37,177,82,3,75,38.5,5
35,172,64,25,107,40.4,158
28,181,82,16,103,40.3,88
73,153,53,28,119,40.8,235
32,181,87,16,96,40.3,76
35,177,79,10,87,40,33
26,183,76,16,102,40.4,82
27,186,80,15,103,40,81
32,193,96,18,101,40.3,102
28,181,79,13,91,40.3,47
50,148,55,4,92,38.7,20
21,181,79,11,90,39.9,34
33,181,77,12,88,40.1,40
64,186,84,28,100,40.6,191
66,185,76,11,94,39.9,58
32,188,82,8,84,39.6,28
66,176,74,27,116,40.8,207
76,149,56,20,92,40.8,111
52,185,84,6,80,39.2,19
47,183,79,1,84,37.8,4
28,187,82,16,98,40.2,76
46,164,60,8,87,39.5,35
50,179,79,12,99,39.8,71
79,163,62,8,83,39.2,36
42,191,89,26,98,40.3,144
65,157,59,4,82,38.7,17
30,166,61,25,105,40.8,151
26,197,98,5,77,39.2,9
26,201,103,16,87,40.4,55
70,173,78,20,95,40.4,124
69,172,67,13,94,40,71
21,191,92,11,89,40,36
76,157,56,20,96,40.3,119
25,171,64,4,86,38.9,16
24,157,57,27,100,40.7,147
39,151,53,18,100,40.7,104
34,189,88,16,90,40.2,63
26,180,84,14,94,40.3,57
29,164,61,6,92,39,28
71,198,103,22,111,41,203
25,157,56,28,109,41.2,181
30,144,47,21,99,40.6,117
25,200,95,12,93,40.1,49
25,185,90,15,96,40.5,67
65,182,86,18,100,40.5,124
23,190,91,6,84,39.6,15
65,166,67,1,86,37.7,5
30,184,82,4,87,38.8,13
68,170,69,23,100,40.5,140
31,180,83,5,92,39,20
30,173,69,3,89,38.8,13
43,183,75,21,99,40.9,114
72,198,100,2,77,38.4,8
76,170,71,28,116,40.4,221
26,163,69,16,105,40.4,87
70,170,66,3,86,38.8,14
41,158,57,2,86,38.3,9
33,157,49,4,80,38.7,14
21,180,81,20,97,40.4,84
40,178,75,2,81,38.1,5
46,171,60,14,93,40.2,71
47,153,57,3,84,38.9,12
20,192,86,1,81,38.1,2
26,167,61,16,101,39.9,89
27,183,87,27,107,41,166
68,173,74,22,102,40.1,137
72,186,85,8,83,39.3,37
47,184,88,6,81,39.4,19
37,196,91,28,110,41,201
37,183,80,12,94,39.5,54
76,185,92,7,93,39.6,46
27,184,88,6,88,39.4,20
37,196,100,9,85,39.4,32
40,181,75,7,83,39.5,26
69,163,68,16,95,40.3,89
56,183,80,20,97,40.6,118
35,174,78,29,102,41,162
51,181,85,30,101,40.6,191
22,156,57,6,89,39.1,25
29,168,64,25,109,40.5,160
28,191,89,2,90,38.4,7
38,157,57,1,82,37.9,4
32,176,80,25,99,40.8,126
46,178,79,28,102,40.7,172
27,173,71,21,89,40.8,87
26,187,88,18,94,40.6,75
39,171,63,3,84,38.9,12
24,171,68,26,108,40.7,160
35,174,71,15,87,40.4,61
54,185,80,26,97,40.7,151
35,208,103,12,98,40,66
64,157,54,16,95,40.5,91
22,187,89,23,98,40.8,106
27,200,97,12,98,40.2,60
46,168,67,26,97,40.9,140
45,198,97,6,92,39.4,30
31,173,70,21,105,40.4,119
49,187,88,13,92,40.2,65
31,161,58,29,110,40.8,192
39,167,72,20,96,40.6,102
39,166,68,15,101,40.1,85
24,187,82,26,102,40.7,134
72,159,59,28,105,40.7,191
55,205,114,26,112,40.4,230
32,163,63,26,109,40.7,168
31,180,80,14,90,40.3,51
20,189,90,27,98,40.7,122
24,145,49,12,88,40.2,51
76,162,65,10,94,39.8,56
38,174,77,7,83,39.5,20
46,168,70,5,77,39.1,16
28,165,58,17,86,40.2,68
38,177,82,26,103,40.8,155
35,179,90,6,93,39.2,27
54,186,88,7,92,39.7,36
43,162,64,30,105,41.2,187
67,177,80,14,90,40,75
64,162,67,20,104,40.2,141
39,159,59,5,88,39.3,22
41,142,47,26,107,40.8,173
49,160,64,8,93,39.2,40
46,175,75,16,91,40.3,74
23,153,51,9,101,39.5,51
33,205,114,4,90,39.2,18
64,180,83,22,105,41,166
51,186,88,3,81,38.6,10
73,188,85,28,105,41,225
42,156,60,20,91,40.3,95
25,152,53,4,80,39.2,14
46,153,51,30,115,40.8,226
36,208,109,13,91,40.3,60
22,185,84,14,96,39.8,59
55,183,85,20,94,40.3,110
64,191,94,15,99,40.4,103
52,172,65,3,80,38.4,11
35,168,58,20,97,40.3,106
71,183,87,26,111,40.9,231
67,154,57,20,96,40.6,116
59,164,63,20,109,40.5,139
35,175,79,10,81,40,24
43,178,77,27,107,40.9,181
40,150,49,22,92,40.2,110
22,160,61,29,98,41,149
53,182,86,18,96,40.5,103
21,188,89,11,86,39.8,30
35,191,94,17,96,40.3,85
34,178,76,8,94,39.9,38
27,183,84,27,118,40.8,209
54,190,94,29,111,40.5,238
76,183,82,19,101,40.5,142
50,172,77,21,100,40.4,126
38,150,50,25,99,40.6,142
21,199,95,4,80,38.9,8
20,168,73,6,89,39.4,17
44,194,98,20,101,40.6,126
48,198,103,15,90,40.2,74
28,163,71,20,95,40.6,81
21,164,60,23,102,40.4,128
20,184,87,23,109,40.3,141
33,172,75,13,95,39.7,57
39,165,66,13,93,40.3,63
43,193,98,19,100,40.2,116
58,167,66,25,106,40.5,164
24,141,45,9,91,39.8,42
74,163,59,9,89,40,46
21,197,100,24,93,40.5,97
46,155,56,2,72,38.4,6
73,146,53,18,105,40.4,124
47,182,92,27,106,41,191
33,176,80,28,107,40.8,176
33,164,65,26,105,40.6,157
21,154,55,5,80,39.1,16
36,178,78,27,95,40.9,131
42,179,80,9,87,39.9,37
23,171,70,9,91,39.6,39
62,167,63,20,107,40.6,136
79,155,51,27,98,41.3,170
79,160,62,18,97,40.2,109
68,168,62,3,85,38.7,14
52,180,82,14,95,40.2,76
33,163,61,21,104,40.8,126
39,158,63,11,87,39.6,47
61,206,103,12,94,39.6,74
61,184,88,20,99,40.8,132
32,191,93,14,91,40,57
22,203,106,11,98,39.5,55
29,190,88,10,86,39.8,31
50,164,63,13,102,40,79
67,175,71,3,95,38.5,16
26,182,86,16,91,40.5,59
56,152,53,18,96,40.5,102
61,194,91,19,108,40.1,152
21,159,51,9,84,39.9,34
43,166,62,8,86,39.4,34
20,174,74,21,103,40.7,103
20,173,70,5,75,38.8,13
27,154,54,19,101,40.6,107
28,149,54,22,97,40.6,115
27,175,73,13,93,40,59
79,164,67,6,91,39.2,32
33,156,58,18,98,40.5,97
58,194,90,16,97,40.3,99
52,174,69,26,107,41,170
20,188,82,14,91,40.2,46
42,166,68,21,103,40.8,125
22,194,92,19,97,40.5,86
75,159,57,6,86,39.6,29
29,168,66,8,93,39.8,37
53,167,72,20,96,40.4,107
69,188,91,25,105,40.6,199
29,179,77,16,106,40.3,94
62,193,97,14,94,40.3,85
22,162,64,2,78,38.6,6
25,160,60,5,89,39.4,21
47,149,47,16,99,40.2,94
55,173,67,27,109,40.9,184
26,164,61,17,94,40.5,81
63,174,76,25,112,40.7,210
51,179,78,15,89,40,66
69,195,102,22,95,40.5,147
71,187,97,13,90,40.3,77
32,174,76,10,94,40.1,47
52,185,96,29,108,40.8,223
29,174,75,14,95,40.1,67
43,178,82,16,101,39.9,94
68,175,74,8,81,39.4,31
29,168,61,14,87,40.4,57
21,161,62,2,76,37.8,6
59,156,60,26,102,40.8,162
74,170,73,10,86,40,46
20,186,82,14,89,40.5,42
41,161,55,23,107,40.4,150
20,143,43,13,88,39.9,56
59,164,61,22,106,40.7,147
26,172,69,17,89,40.6,71
39,191,93,21,97,40.5,112
65,164,62,30,109,40.9,212
44,191,88,2,80,37.9,6
52,181,73,4,78,39,14
22,165,68,18,94,40.1,64
21,182,81,6,84,39.4,20
23,181,81,11,93,40,41
34,171,62,25,112,40.7,171
27,185,87,7,89,39.6,24
62,184,85,11,97,39.9,69
57,158,61,26,104,40.8,167
25,162,57,14,93,40.1,66
22,194,92,17,97,40.3,77
54,164,67,18,93,40.8,88
34,181,87,27,102,40.7,155
42,174,72,18,97,40.4,94
56,164,66,16,94,40.2,84
46,183,82,24,113,40.7,189
47,164,60,2,84,38.5,8
34,182,89,18,102,40.2,104
30,187,88,10,94,40.2,44
66,183,84,29,108,40.9,235
59,176,82,1,69,38,2
21,163,61,7,87,39.2,28
53,161,66,8,87,39.5,31
69,193,99,7,90,39.4,41
25,167,64,13,103,40.1,74
43,172,74,18,92,40,79
27,156,55,18,94,40.4,88
48,203,106,17,98,40.5,106
32,166,62,5,89,39.5,22
62,181,76,4,87,39,18
70,194,97,3,87,38.7,16
22,199,97,24,104,40.6,136
61,174,69,10,90,39.4,49
31,153,53,10,91,39.8,47
67,174,74,14,98,40.1,81
53,170,81,5,87,39.4,21
74,168,69,5,85,39.4,23
69,183,94,7,88,39.4,38
21,195,99,26,101,40.9,136
38,163,59,25,109,41,166
35,178,76,27,104,41.2,158
48,186,86,28,106,40.9,196
21,163,60,1,90,37.7,4
38,189,90,20,99,40.7,111
21,169,64,9,86,39.6,34
36,159,57,29,115,41,211
47,158,61,17,93,40.4,86
25,188,90,25,107,40.8,153
40,179,84,17,99,40.2,94
68,152,54,4,85,38.6,19
40,151,56,10,81,39.5,37
26,183,82,4,81,38.6,8
27,162,64,3,85,38.6,11
71,168,68,12,90,39.9,61
76,195,95,5,82,39.2,25
31,199,97,14,97,40.5,71
51,195,93,21,99,40.4,131
31,206,107,27,100,40.5,154
51,166,66,20,95,40.2,105
22,177,70,22,109,40.6,136
51,184,91,23,96,41,132
23,137,42,3,89,38.7,13
45,173,73,14,99,40.2,77
56,198,99,6,86,39.2,28
36,166,64,27,105,41,165
38,177,72,9,88,39.8,38
27,181,83,6,86,39.4,17
32,175,75,15,93,40.3,60
26,194,96,12,90,40.2,45
23,193,92,22,110,40.6,143
33,186,91,24,96,40.6,117
22,155,52,16,93,40,76
48,170,66,11,92,39.8,54
35,164,65,24,106,40.8,148
37,166,65,28,107,40.8,177
26,171,65,23,96,40.6,114
28,162,66,4,80,38.9,7
28,171,68,3,90,38.6,13
68,170,65,14,90,40.3,71
20,164,66,16,96,40.5,77
67,179,81,21,107,40.6,139
34,181,80,18,101,40.3,98
76,154,59,12,94,40,68
54,156,60,24,102,40.5,148
41,170,69,18,101,40.2,100
50,191,93,24,108,40.4,181
22,173,73,12,95,40.3,56
20,201,100,20,97,40.5,92
78,151,57,29,106,41.2,204
49,165,65,27,106,40.6,174
43,162,64,6,87,39.5,26
38,175,78,19,108,40.5,126
49,173,76,25,109,40.8,182
22,185,85,24,107,40.4,141
60,178,78,4,86,39.4,18
25,186,81,11,88,39.5,42
43,164,59,28,114,40.9,203
73,171,80,29,108,41.2,243
48,155,59,13,91,40.1,64
23,175,73,8,91,39.5,26
34,186,89,6,98,39.4,31
33,190,88,9,95,39.8,42
55,147,48,2,90,38,10
46,198,95,12,95,39.9,65
36,195,99,17,101,40.2,101
36,181,77,7,84,39.2,26
76,180,88,18,104,40.5,145
42,176,78,4,88,39.1,15
71,157,57,21,113,40.5,161
42,159,58,7,84,39.4,28
59,163,63,20,95,40.6,109
78,199,106,2,92,38.3,14
55,192,102,18,95,40.1,108
25,189,88,4,90,39.1,14
24,180,81,27,94,40.6,106
74,158,60,9,87,39.6,44
32,163,62,18,99,40.4,98
28,167,67,2,91,38,9
33,183,77,16,91,40.4,70
77,182,88,20,100,40.6,150
39,168,64,6,80,39.5,21
46,166,59,23,100,40.8,134
21,194,86,15,92,40.2,54
25,187,86,4,83,38.7,10
24,171,74,11,100,39.5,51
77,176,72,30,110,41,218
51,164,65,17,107,40.4,112
35,186,88,20,97,40.4,101
72,182,81,18,95,40.4,98
55,172,73,17,89,40.3,76
63,180,88,24,114,40.7,215
75,178,79,2,76,38.2,7
34,197,92,14,103,40.3,84
57,204,114,11,82,39.5,48
52,185,92,7,94,39.5,38
30,165,60,11,90,40,49
47,183,83,13,91,40.4,60
41,150,52,13,92,40.5,65
53,168,66,11,86,40,48
42,177,77,14,99,40.3,76
44,167,68,15,93,40.1,74
20,147,47,5,91,39.1,23
37,179,71,19,99,40.8,102
44,174,71,11,80,39.9,28
35,165,66,13,98,40.1,69
51,185,88,2,75,38.1,5
54,174,69,7,78,39.6,24
22,168,66,25,107,40.8,136
34,171,69,26,96,40.8,131
30,151,54,9,93,39.7,44
78,182,87,1,79,37.5,4
40,179,86,10,97,39.9,52
62,185,85,16,98,40.3,88
55,206,108,27,101,40.7,190
28,175,74,23,107,40.7,136
30,157,62,20,98,40.5,106
37,189,94,3,91,38.7,13
76,161,63,26,103,41,172
54,155,60,19,110,40.4,133
31,184,80,18,93,40.7,73
20,158,54,3,81,38.1,10
24,176,68,28,108,40.4,172
34,177,75,23,101,40.8,122
76,189,90,17,99,40.6,125
20,176,75,6,83,39.1,12
54,181,81,18,105,40.6,126
44,185,87,12,95,39.9,62
25,184,83,28,107,40.8,167
41,172,67,1,77,38.5,3
36,181,84,19,101,40.2,107
54,197,104,10,96,39.8,62
57,178,75,7,91,39.4,34
33,185,81,8,77,39.1,14
64,180,87,1,78,37.7,4
61,172,80,3,89,38.8,15
77,166,66,25,109,40.4,210
20,165,68,4,79,38.7,12
23,161,59,16,93,40.1,75
20,166,65,20,97,40.5,99
65,178,82,2,79,38.1,7
31,167,67,24,107,40.5,142
29,183,78,22,93,40.6,87
39,188,92,10,101,39.8,59
20,177,69,5,88,38.8,20
49,167,68,29,107,40.9,188
71,191,91,12,87,39.8,64
38,167,65,23,97,40.6,121
50,195,95,4,73,38.7,9
38,180,87,15,90,40.2,62
29,158,51,28,114,40.8,199
45,177,85,7,89,39.5,30
37,170,73,7,88,39.5,29
24,195,92,10,93,39.8,40
71,186,87,7,82,39.6,31
70,192,98,3,76,39,11
72,176,78,6,91,39,34
34,162,57,22,96,41,114
47,168,66,23,104,40.4,142
76,158,57,24,106,40.3,168
21,195,97,21,100,40.8,105
41,163,66,19,101,40.3,104
36,195,94,3,86,38.7,11
63,161,57,11,89,40.1,55
21,161,69,20,96,40.4,76
58,168,71,10,90,40,48
24,180,78,22,101,40.5,108
37,189,89,9,91,39.7,38
55,169,67,21,102,40.6,128
25,200,100,1,89,37.7,4
26,173,76,21,102,40.2,107
38,179,88,11,90,39.8,45
46,203,107,6,82,39.4,22
56,190,91,12,86,39.9,54
37,191,95,14,91,39.8,61
35,201,108,10,95,39.5,52
43,178,86,4,86,39,15
22,191,92,2,84,38.1,5
65,184,87,27,104,40.6,203
45,173,70,12,90,39.8,55
38,156,57,11,87,39.9,47
45,184,85,16,91,39.9,73
22,180,82,14,97,40,60
41,193,98,5,85,39.3,19
27,179,72,28,105,40.9,163
52,173,73,25,107,41,176
20,178,82,10,84,39.7,22
25,180,83,17,95,41,71
75,158,57,12,87,40,60
77,191,93,16,91,40.3,100
35,157,52,9,89,39.7,41
20,184,85,13,97,40.1,55
37,185,83,26,106,41,166
30,166,64,7,86,39.3,28
40,164,62,17,98,40.2,93
54,166,70,18,99,40.4,106
23,164,64,22,99,40.9,94
73,185,88,14,87,39.9,63
68,174,74,8,84,39.6,34
44,169,68,10,83,39.8,38
77,167,72,8,83,39.7,37
38,164,61,20,94,40.6,100
63,174,76,11,90,40,56
27,168,72,19,106,40.7,113
59,202,107,6,88,39,32
36,181,81,21,104,40.5,126
35,165,69,9,98,39.7,43
45,161,61,10,93,40,50
64,182,78,8,97,39.4,44
37,172,67,9,86,40.1,36
46,179,79,17,106,40.4,115
31,168,67,13,96,39.9,65
33,187,83,2,82,38.2,5
33,184,81,13,91,40,51
21,182,85,15,93,40.6,56
38,176,67,3,87,39,13
31,177,71,2,85,37.2,8
33,161,56,28,108,41.4,182
42,186,84,7,87,39.7,27
74,165,68,29,106,41,198
25,157,55,15,100,40.3,82
59,167,63,4,78,38.5,15
31,159,59,2,81,38.2,7
37,196,91,10,92,40,45
21,169,70,14,98,40.3,70
76,182,91,6,90,39.5,36
72,176,75,29,106,40.9,194
71,172,71,17,109,40.6,120
73,162,67,4,83,39.2,17
31,187,82,27,105,40.5,160
26,161,57,3,92,38.3,14
39,169,65,18,91,40.3,84
66,172,77,18,97,40.6,113
21,156,60,17,91,40.2,75
32,190,85,8,92,39.3,33
41,172,74,24,98,40.8,127
27,158,56,14,96,39.8,71
47,182,82,19,104,40.3,124
42,166,69,21,103,40.7,125
40,177,71,21,107,40.4,132
44,197,98,20,100,40.5,123
57,157,54,6,92,39.2,31
20,173,74,25,100,40.6,112
33,173,66,19,99,40.4,102
57,191,95,23,98,40.5,147
70,197,103,21,106,40.5,177
24,163,59,11,92,39.9,50
57,175,70,18,94,40.3,94
63,160,61,10,89,40.1,49
20,177,70,12,97,39.8,59
38,153,53,6,87,39.5,26
20,158,56,21,105,40.1,125
24,169,59,25,111,40.7,165
71,181,84,15,99,39.9,105
69,197,98,18,93,40.7,113
77,176,82,23,99,40.6,167
28,178,77,22,99,40.4,105
48,185,82,8,85,39.3,30
38,169,66,5,96,39.2,26
42,186,84,18,91,40.1,79
67,169,71,24,107,40.6,163
56,183,80,21,97,40.4,113
27,177,82,11,79,39.9,20
26,160,56,12,97,40.3,62
72,145,49,25,109,40.6,184
31,173,70,6,84,39.2,22
74,171,69,3,90,38.6,15
29,159,67,16,97,40,69
32,172,65,7,83,39.6,26
30,183,83,30,97,41.3,141
79,179,85,8,89,39.6,47
25,176,73,1,83,37.3,2
23,193,93,6,84,38.9,16
63,171,75,22,107,40.6,168
39,190,91,19,112,40.4,144
25,155,56,16,95,40.9,79
27,150,56,22,92,40.5,103
51,192,90,10,89,39.9,47
54,184,84,13,89,40.2,61
35,158,49,29,110,40.8,198
23,153,51,26,109,40.6,169
24,194,94,17,106,40.3,102
43,172,67,4,85,39.2,16
37,180,85,22,96,40.8,108
40,203,104,18,108,40.5,131
